id,title,genre,poster,imdbrating,year
725,Slither,Comedy Horror,Slither.jpg,6.2,2006
726,Smokin' Aces,Action Thriller,Smokin'Aces.jpg,6.4,2006
727,Snakes on a Plane,Action Adventure Crime,SnakesonaPlane.jpg,5.1,2006
728,Stick It,Comedy Sport,StickIt.jpg,6,2006
729,Stranger than Fiction,Comedy Fantasy Romance,StrangerThanFiction.jpg,7.3,2006
730,Superman Returns,Sci-Fi,SupermanReturns.jpg,5.7,2006
731,Talladega Nights The Ballad of Ricky Bobby,Action Comedy Sport,TalladegaNightsTheBalladofRickyBobby.jpg,6.2,2006
732,The Benchwarmers,Comedy Sport,TheBenchwarmers.jpg,5.1,2006
733,The Black Dahlia,Crime,TheBlackDahlia.jpg,5.1,2006
734,The Break-Up,Comedy,TheBreak-Up.jpg,5.3,2006
735,The Da Vinci Code,Mystery Thriller,TheDaVinciCode.jpg,6.2,2006
736,The Departed,Crime,TheDeparted.jpg,8.4,2006
737,The Devil Wears Prada,Comedy,TheDevilWearsPrada.jpg,6.4,2006
738,The Fast and the Furious Tokyo Drift,Action,TheFastandtheFuriousTokyoDrift.jpg,5.5,2006
739,The Fountain,Drama Sci-Fi,TheFountain.jpg,7.1,2006
740,The Hills Have Eyes,Horror,TheHillsHaveEyes.jpg,6,2006
741,The Illusionist,Drama Fantasy Mystery Romance,IllusionistThe.jpg,7.6,2006
742,The Lake House,Drama Fantasy Romance,TheLakeHouse.jpg,6.4,2006
743,The Last King of Scotland,Drama Thriller,LastKingofScotlandThe.jpg,7.7,2006
744,The Lives of Others,Drama Thriller,TheLivesofOthers.jpg,8.4,2006
745,The Prestige,Drama Mystery Sci-Fi Thriller,ThePrestige.jpg,8.4,2006
746,The Pursuit of Happyness,Biography Drama,ThePursuitofHappyness.jpg,7.8,2006
747,The Queen,Biography Drama,TheQueen.jpg,7.1,2006
748,The Shaggy Dog,Comedy Family Fantasy,TheShaggyDog.jpg,3.7,2006
749,This Is England,Crime,ThisIsEngland.jpg,7.5,2006
750,Ultraviolet,Sci-Fi,Ultraviolet.jpg,3.7,2006
751,Underworld Evolution,Sci-Fi,UnderworldEvolution.jpg,6.4,2006
752,United 93,War,United93.jpg,7.3,2006
753,Volver,Crime Mystery,Volver.jpg,7.3,2006
754,When a Stranger Calls,Horror,WhenaStrangerCalls.jpg,4.4,2006
755,Who Killed the Electric Car?,Documentary,WhoKilledtheElectricCar.jpg,7.5,2006
756,World Trade Center,War,WorldTradeCenter.jpg,5.5,2006
757,Wristcutters A Love Story,Comedy Fantasy Romance,WristcuttersALoveStory.jpg,7.1,2006
758,X-Men The Last Stand,Sci-Fi,X-MenTheLastStand.jpg,6.4,2006
759,A History of Violence,Action Crime,HistoryofViolenceA.jpg,7.4,2005
760,A Lot Like Love,Comedy,LotLikeLoveA.jpg,6.6,2005
761,Aeon Flux,Action Sci-Fi,AeonFlux.jpg,5.5,2005
762,American Pie Presents Band Camp,Comedy,AmericanPiePresentsBandCamp.jpg,5.1,2005
763,Batman Begins,Action Crime IMAX,BatmanBegins.jpg,8.2,2005
764,Be Cool,Comedy Crime Musical,BeCool.jpg,5.6,2005
765,Brick,Crime Drama Film-Noir Mystery,Brick.jpg,7.3,2005
766,Brokeback Mountain,Drama Romance,BrokebackMountain.jpg,7.7,2005
767,Broken Flowers,Comedy,BrokenFlowers.jpg,7.2,2005
768,Capote,Crime Drama,Capote.jpg,7.3,2005
769,Charlie and the Chocolate Factory,Adventure Children Comedy Fantasy IMAX,CharlieandtheChocolateFactory.jpg,6.6,2005
770,Chicken Little,Animation Children Comedy Sci-Fi,ChickenLittle.jpg,5.7,2005
771,Chronicles of Narnia The Lion The Witch and the Wardrobe,Adventure Children Fantasy,ChroniclesofNarniaTheLionTheWitchandtheWardrobe.jpg,6.9,2005
772,Cinderella Man,Drama Romance,CinderellaMan.jpg,8,2005
773,Coach Carter,Drama,CoachCarter.jpg,7.3,2005
774,Constantine,Action Fantasy Horror Thriller,Constantine.jpg,7,2005
775,Corpse Bride,Animation Comedy Fantasy Musical Romance,CorpseBride.jpg,7.3,2005
776,Doom,Sci-Fi,Doom.jpg,5.2,2005
777,Enron The Smartest Guys in the Room,Documentary,EnronTheSmartestGuysintheRoom.jpg,7.6,2005
778,Everything Is Illuminated,Comedy,EverythingIsIlluminated.jpg,7.4,2005
779,Family Guy Presents Stewie Griffin The Untold Story,Animation Comedy,FamilyGuyPresentsStewieGriffinTheUntoldStory.jpg,7.6,2005
780,Fever Pitch,Comedy,FeverPitch.jpg,6.2,2005
781,Final Fantasy VII Advent Children,Animation Fantasy Sci-Fi,FinalFantasyVIIAdventChildren.jpg,7.2,2005
782,Flightplan,Action Drama Thriller,Flightplan.jpg,6.3,2005
783,Four Brothers,Action Crime,FourBrothers.jpg,6.8,2005
784,Fun with Dick and Jane,Comedy Crime,FunwithDickandJane.jpg,6.2,2005
785,Green Street Hooligans,Crime Drama,GreenStreetHooligans.jpg,7.5,2005
786,Grizzly Man,Documentary,GrizzlyMan.jpg,7.8,2005
787,Hard Candy,Drama Thriller,HardCandy.jpg,7.1,2005
788,Harry Potter and the Goblet of Fire,Adventure Fantasy Thriller IMAX,HarryPotterandtheGobletofFire.jpg,7.7,2005
789,Hide and Seek,Horror Mystery Thriller,HideandSeek.jpg,6,2005
790,Hostage,Action Crime,Hostage.jpg,6.6,2005
791,Hostel,Horror,Hostel.jpg,5.9,2005
792,House of Wax,Crime Horror Mystery Thriller,HouseofWax.jpg,5.3,2005
793,Jarhead,War,Jarhead.jpg,7,2005
794,Just Friends,Comedy,JustFriends.jpg,6.2,2005
795,Just Like Heaven,Comedy Fantasy Romance,JustLikeHeaven.jpg,6.7,2005
796,Kicking and Screaming,Comedy,KickingandScreaming.jpg,5.6,2005
797,King Kong,Action Adventure Fantasy Thriller,KingKong.jpg,7.2,2005
798,Kingdom of Heaven,Action Drama Romance War,KingdomofHeaven.jpg,7.2,2005
799,Kiss Kiss Bang Bang,Comedy Crime Mystery Thriller,KissKissBangBang.jpg,7.5,2005
800,Lady Vengeance,Crime Thriller,LadyVengeance.jpg,7.6,2005
801,Lord of War,Action Crime War,LordofWar.jpg,7.6,2005
802,Lords of Dogtown,Action Comedy,LordsofDogtown.jpg,7.1,2005
803,Madagascar,Animation Children Comedy,Madagascar.jpg,6.9,2005
804,March of the Penguins,Documentary,MarchofthePenguins.jpg,7.5,2005
805,Match Point,Crime Drama Romance,MatchPoint.jpg,7.6,2005
806,Memoirs of a Geisha,Drama Romance,MemoirsofaGeisha.jpg,7.4,2005
807,MirrorMask,Adventure Children Drama Fantasy,MirrorMask.jpg,6.8,2005
808,Mr. & Mrs. Smith,Action Comedy,Mr.&Mrs.Smith.jpg,6.5,2005
809,Munich,Action Crime,Munich.jpg,7.5,2005
810,Nanny McPhee,Children Comedy Fantasy,NannyMcPhee.jpg,6.5,2005
811,Pride & Prejudice,Drama Romance,Pride&Prejudice.jpg,7.8,2005
812,Prime,Comedy,Prime.jpg,6.2,2005
813,Red Eye,Horror Thriller,RedEye.jpg,6.4,2005
814,Rent,Drama Musical Romance,Rent.jpg,6.9,2005
815,Revolver,Crime,Revolver.jpg,6.4,2005
816,Robots,Animation Children Comedy Fantasy Sci-Fi,Robots.jpg,6.3,2005
817,Sahara,Action,Sahara.jpg,5.5,2005
818,Saw II,Horror,SawII.jpg,6.2,2005
819,Serenity,Sci-Fi,Serenity.jpg,7.8,2005
820,Shopgirl,Drama Romance,Shopgirl.jpg,6,2005
821,Sin City,Crime Thriller,SinCity.jpg,8,2005
822,Sky High,Adventure Comedy Family Sci-Fi,SkyHigh.jpg,5.7,2005
823,Star Wars Episode III - Revenge of the Sith,Action Sci-Fi,StarWarsEpisodeIII-RevengeoftheSith.jpg,7.3,2005
824,Stealth,Sci-Fi,Stealth.jpg,4.4,2005
825,Syriana,Drama Thriller,Syriana.jpg,6.6,2005
826,Thank You for Smoking,Comedy,ThankYouforSmoking.jpg,7.3,2005
827,The 40-Year-Old Virgin,Comedy,The40-Year-OldVirgin.jpg,6.9,2005
828,The Amityville Horror,Drama Horror Mystery Thriller,TheAmityvilleHorror.jpg,5.5,2005
829,The Brothers Grimm,Action Fantasy Thriller,TheBrothersGrimm.jpg,5.5,2005
830,The Constant Gardener,Drama Mystery Romance Thriller,TheConstantGardener.jpg,7.3,2005
831,The Descent,Adventure Horror Thriller,TheDescent.jpg,6.9,2005
832,The Devil's Rejects,Horror,TheDevil'sRejects.jpg,6.6,2005
833,The Dukes of Hazzard,Action,TheDukesofHazzard.jpg,4.6,2005
834,The Exorcism of Emily Rose,Drama Horror Thriller,TheExorcismofEmilyRose.jpg,6.4,2005
835,The Family Stone,Comedy,TheFamilyStone.jpg,6,2005
836,The Greatest Game Ever Played,War Sport,TheGreatestGameEverPlayed.jpg,7.3,2005
837,The Hitchhiker's Guide to the Galaxy,Adventure Comedy Sci-Fi,TheHitchhiker'sGuidetotheGalaxy.jpg,6.4,2005
838,The Interpreter,Crime Mystery Thriller,TheInterpreter.jpg,6,2005
839,The Island,Action Adventure Romance Sci-Fi Thriller,TheIsland.jpg,6.6,2005
840,The Jacket,Drama Mystery Sci-Fi Thriller,TheJacket.jpg,6.9,2005
841,The Legend of Zorro,Action Adventure Western,TheLegendofZorro.jpg,5.5,2005
842,The Longest Yard,Comedy Crime Sport,TheLongestYard.jpg,6,2005
843,The Matador,Crime Thriller,TheMatador.jpg,6.4,2005
844,The New World,War Romance,TheNewWorld.jpg,6.4,2005
845,The Pacifier,Action Comedy Family Thriller,ThePacifier.jpg,5.1,2005
846,The Producers,Comedy Musical,TheProducers.jpg,6,2005
847,The Proposition,Crime Western,TheProposition.jpg,7.1,2005
848,The Ring Two,Horror,TheRingTwo.jpg,4.8,2005
849,The Sisterhood of the Traveling Pants,Comedy,TheSisterhoodoftheTravelingPants.jpg,6.2,2005
850,The Squid and the Whale,Comedy,TheSquidandtheWhale.jpg,7.1,2005
851,The Weather Man,Comedy,TheWeatherMan.jpg,6.2,2005
852,The Wedding Date,Comedy,TheWeddingDate.jpg,5.7,2005
853,Transamerica,Adventure Comedy,Transamerica.jpg,7.1,2005
854,Transporter 2,Action,Transporter2.jpg,6,2005
855,Unleashed,Action Thriller,Unleashed.jpg,6.6,2005
856,V for Vendetta,Action Drama Thriller,VforVendetta.jpg,8,2005
857,Waiting...,Comedy,Waiting....jpg,6.4,2005
858,War of the Worlds,Adventure Sci-Fi Thriller,WaroftheWorlds.jpg,6.2,2005
859,White Noise,Drama Horror Mystery Thriller,WhiteNoise.jpg,5.1,2005
860,xXx State of the Union,Action Adventure Crime Thriller,xXxStateoftheUnion.jpg,3.7,2005
861,2046,Drama Fantasy Romance Sci-Fi,2046.jpg,7.4,2004
862,13 Going on 30,Comedy Fantasy Romance,13Goingon30.jpg,6.2,2004
863,50 First Dates,Comedy,50FirstDates.jpg,6.8,2004
864,A Cinderella Story,Comedy,CinderellaStoryA.jpg,5.9,2004
865,After the Sunset,Action Comedy Crime,AftertheSunset.jpg,6.3,2004
866,Alexander,War,Alexander.jpg,5.6,2004
867,Along Came Polly,Comedy,AlongCamePolly.jpg,6,2004
868,Anchorman The Legend of Ron Burgundy,Comedy,AnchormanTheLegendofRonBurgundy.jpg,7.2,2004
869,Around the World in 80 Days,Adventure Comedy,AroundtheWorldin80Days.jpg,5.9,2004
870,AVP Alien vs. Predator,Sci-Fi Thriller,AVPAlienvs.Predator.jpg,5.6,2004
871,Before Sunset,Drama Romance,BeforeSunset.jpg,8,2004
872,Blade Trinity,Action Fantasy Horror Thriller,BladeTrinity.jpg,5.9,2004
873,Bridget Jones The Edge of Reason,Comedy,BridgetJonesTheEdgeofReason.jpg,6,2004
874,Cellular,Action Crime Thriller,Cellular.jpg,6.5,2004
875,Chasing Liberty,Comedy,ChasingLiberty.jpg,6.1,2004
876,Closer,Drama Romance,Closer.jpg,7.2,2004
877,Club Dread,Comedy Horror,ClubDread.jpg,5.7,2004
878,Collateral,Action Crime,Collateral.jpg,7.5,2004
879,Crash,Crime Drama,Crash.jpg,7.8,2004
880,Dawn of the Dead,Drama Horror,DawnoftheDead.jpg,7.3,2004
881,Dirty Dancing Havana Nights,Romance,DirtyDancingHavanaNights.jpg,6,2004
882,District 13,Action Crime Sci-Fi,District13.jpg,7.2,2004
883,Dodgeball A True Underdog Story,Comedy,DodgeballATrueUnderdogStory.jpg,6.7,2004
884,Downfall,War,Downfall.jpg,8.2,2004
885,Ella Enchanted,Comedy Fantasy Romance,EllaEnchanted.jpg,6.3,2004
886,Eternal Sunshine of the Spotless Mind,Drama Romance Sci-Fi,EternalSunshineoftheSpotlessMind.jpg,8.3,2004
887,EuroTrip,Adventure Comedy,EuroTrip.jpg,6.6,2004
888,Fahrenheit 9 11,Documentary,Fahrenheit911.jpg,7.5,2004
889,Finding Neverland,Drama,FindingNeverland.jpg,7.7,2004
890,First Daughter,Comedy,FirstDaughter.jpg,6.1,2004
891,Flight of the Phoenix,Action Adventure Drama,FlightofthePhoenix.jpg,6.1,2004
892,Garden State,Comedy,GardenState.jpg,7.4,2004
893,Garfield The Movie,Animation Children Comedy,GarfieldTheMovie.jpg,5,2004
894,Ghost in the Shell,Animation Sci-Fi Thriller,GhostintheShell2Innocence.jpg,7.5,2004
895,Harry Potter and the Prisoner of Azkaban,Adventure Fantasy IMAX,HarryPotterandthePrisonerofAzkaban.jpg,7.9,2004
896,Hidalgo,Adventure Drama,Hidalgo.jpg,6.7,2004
897,Hotel Rwanda,War,HotelRwanda.jpg,8.1,2004
898,House of Flying Daggers,Action Drama Romance,HouseofFlyingDaggers.jpg,7.5,2004
899,Howl's Moving Castle,Animation Fantasy Romance,Howl'sMovingCastle.jpg,8.2,2004
900,I Heart Huckabees,Comedy,IHeartHuckabees.jpg,6.6,2004
901,In Good Company,Comedy,InGoodCompany.jpg,6.4,2004
902,Jersey Girl,Comedy,JerseyGirl.jpg,6.2,2004
903,Kill Bill Vol. 2,Action Drama Thriller,KillBillVol.2.jpg,8,2004
904,Kinsey,Drama,Kinsey.jpg,7,2004
905,Kung Fu Hustle,Action Comedy,KungFuHustle.jpg,7.7,2004
906,Ladder 49,Action Drama Thriller,Ladder49.jpg,6.5,2004
907,Layer Cake,Crime,LayerCake.jpg,7.3,2004
908,Man on Fire,Action Crime Thriller,ManonFire.jpg,7.7,2004
909,Maria Full of Grace,Crime Drama,MariaFullofGrace.jpg,7.4,2004
910,Mean Girls,Comedy,MeanGirls.jpg,7,2004
911,Meet the Fockers,Comedy,MeettheFockers.jpg,6.3,2004
912,Melinda and Melinda,Comedy,MelindaandMelinda.jpg,6.4,2004
913,Metro,Comedy Crime,Metro.jpg,5.6,2004
914,Million Dollar Baby,Drama,MillionDollarBaby.jpg,8.1,2004
915,Miracle,Drama,Miracle.jpg,7.5,2004
916,My Bodyguard,Drama,MyBodyguard.jpg,7.7,2004
917,Napoleon Dynamite,Comedy,NapoleonDynamite.jpg,6.9,2004
918,National Treasure,Action Adventure Mystery Thriller,NationalTreasure.jpg,6.8,2004
919,Ocean's Twelve,Comedy Crime,Ocean'sTwelve.jpg,6.5,2004
920,Outfoxed Rupert Murdoch's War on Journalism,Documentary,OutfoxedRupertMurdoch'sWaronJournalism.jpg,7.5,2004
921,Ray,Drama,Ray.jpg,7.7,2004
922,Resident Evil Apocalypse,Sci-Fi Thriller,ResidentEvilApocalypse.jpg,6.2,2004
923,Riddick,Action Sci-Fi,Riddick.jpg,6.7,2004
924,Saved!,Comedy,Saved!.jpg,6.6,2004
925,Saw,Horror,Saw.jpg,7.5,2004
926,Secret Window,Mystery Thriller,SecretWindow.jpg,6.2,2004
927,Shall We Dance?,Comedy,ShallWeDance.jpg,5.7,2004
928,Shark Tale,Animation,SharkTale.jpg,5.5,2004
929,Shaun of the Dead,Comedy Horror,ShaunoftheDead.jpg,7.8,2004
930,Shrek 2,Animation Fantasy Romance,Shrek2.jpg,6.9,2004
931,Sideways,Adventure Comedy,Sideways.jpg,7.3,2004
932,Sky Captain and the World of Tomorrow,Action Adventure Mystery Sci-Fi Thriller,SkyCaptainandtheWorldofTomorrow.jpg,5.7,2004
933,Spanglish,Comedy,Spanglish.jpg,6.2,2004
934,Spider-Man 2,Action Romance,Spider-Man2.jpg,7.1,2004
935,Starsky & Hutch,Comedy Crime,Starsky&Hutch.jpg,5.7,2004
936,Super Size Me,Comedy Documentary Drama,SuperSizeMe.jpg,7.1,2004
937,Team America World Police,Action Comedy,TeamAmericaWorldPolice.jpg,6.9,2004
938,The Alamo,War Western,TheAlamo.jpg,5.5,2004
939,The Aviator,Biography Drama,TheAviator.jpg,7.3,2004
940,The Bachelor,Comedy,BachelorThe.jpg,7.5,2004
941,The Bourne Supremacy,Action Mystery Thriller,TheBourneSupremacy.jpg,7.5,2004
942,The Butterfly Effect,Sci-Fi,TheButterflyEffect.jpg,7.5,2004
943,The Chorus,Drama Music,TheChorus.jpg,7.8,2004
944,The Chronicles of Riddick,Sci-Fi,TheChroniclesofRiddick.jpg,6.4,2004
945,The Day After Tomorrow,Sci-Fi,TheDayAfterTomorrow.jpg,6,2004
946,The Girl Next Door,Comedy,TheGirlNextDoor.jpg,6.4,2004
947,The Grudge,Horror,TheGrudge.jpg,5.5,2004
948,The Incredibles,Animation,TheIncredibles.jpg,7.8,2004
949,The Ladykillers,Comedy Crime,TheLadykillers.jpg,5.7,2004
950,The Life Aquatic with Steve Zissou,Adventure Comedy,TheLifeAquaticwithSteveZissou.jpg,7.1,2004
951,The Machinist,Drama Thriller,TheMachinist.jpg,7.5,2004
952,The Manchurian Candidate,Drama Mystery Sci-Fi Thriller,TheManchurianCandidate.jpg,6.2,2004
953,The Notebook,Drama Romance,TheNotebook.jpg,7.8,2004
954,The Phantom of the Opera,Drama Musical Romance Thriller,ThePhantomoftheOpera.jpg,7.1,2004
955,The Polar Express,Animation Fantasy,ThePolarExpress.jpg,6.2,2004
956,The Princess Diaries 2 Royal Engagement,Comedy Family Romance,ThePrincessDiaries2RoyalEngagement.jpg,5.3,2004
957,The Sea Inside,Biography Drama Romance,TheSeaInside.jpg,8,2004
958,The Stepford Wives,Comedy Sci-Fi Thriller,TheStepfordWives.jpg,4.6,2004
959,The Whole Ten Yards,Comedy Crime,TheWholeTenYards.jpg,5.1,2004
960,Troy,Adventure,Troy.jpg,6.9,2004
961,Walking Tall,Action Crime,WalkingTall.jpg,5.7,2004
962,White Chicks,Comedy Crime,WhiteChicks.jpg,4.8,2004
963,Wimbledon,Comedy Sport,Wimbledon.jpg,6,2004
964,Win a Date with Tad Hamilton!,Comedy,WinaDatewithTadHamilton!.jpg,5.1,2004
965,Without a Paddle,Adventure Comedy Mystery,WithoutaPaddle.jpg,5.5,2004
966,2 Fast 2 Furious,Action,2Fast2Furious.jpg,5.9,2003
967,21 Grams,Crime Romance Thriller,21Grams.jpg,7.7,2003
968,A Mighty Wind,Comedy Musical,MightyWindA.jpg,7.2,2003
969,Agent Cody Banks,Action Adventure Children Fantasy,AgentCodyBanks.jpg,5,2003
970,American Splendor,Comedy,AmericanSplendor.jpg,7.4,2003
971,American Wedding,Comedy,AmericanWedding.jpg,6.3,2003
972,Bad Boys II,Comedy Crime,BadBoysII.jpg,6.6,2003
973,Bad Santa,Comedy Crime,BadSanta.jpg,7,2003
974,Big Fish,Drama Fantasy Romance,BigFish.jpg,8,2003
975,Bruce Almighty,Comedy Fantasy Romance,BruceAlmighty.jpg,6.8,2003
976,Bulletproof Monk,Sci-Fi,BulletproofMonk.jpg,5.5,2003
977,Calendar Girls,Comedy,CalendarGirls.jpg,6.9,2003
978,Capturing the Friedmans,Documentary,CapturingtheFriedmans.jpg,7.7,2003
979,Charlie's Angels Full Throttle,Action Comedy Crime,Charlie'sAngelsFullThrottle.jpg,4.9,2003
980,Coffee and Cigarettes,Comedy,CoffeeandCigarettes.jpg,7.1,2003
981,Cold Mountain,Drama Romance War,ColdMountain.jpg,7.2,2003
982,Confidence,Crime Thriller,Confidence.jpg,6.7,2003
983,Daddy Day Care,Children Comedy,DaddyDayCare.jpg,5.6,2003
984,Dickie Roberts Former Child Star,Comedy,DickieRobertsFormerChildStar.jpg,5.6,2003
985,Dogville,Drama Mystery Thriller,Dogville.jpg,8,2003
986,Down with Love,Comedy,DownwithLove.jpg,6.2,2003
987,Dreamcatcher,Drama Horror,Dreamcatcher.jpg,5.5,2003
988,Dumb and Dumberer When Harry Met Lloyd,Comedy,DumbandDumbererWhenHarryMetLloyd.jpg,3.4,2003
989,Duplex,Comedy Crime,Duplex.jpg,5.9,2003
990,Elephant,Drama,Elephant.jpg,7.2,2003
991,Elf,Children Comedy Fantasy,Elf.jpg,6.9,2003
992,Final Destination 2,Horror Thriller,FinalDestination2.jpg,6.2,2003
993,Finding Nemo,Animation Children Comedy,FindingNemo.jpg,8.1,2003
994,Freaky Friday,Children Comedy Fantasy,FreakyFriday.jpg,6.1,2003
995,Freddy vs. Jason,Horror,Freddyvs.Jason.jpg,5.7,2003
996,Girl with a Pearl Earring,Drama Romance,GirlwithaPearlEarring.jpg,6.9,2003
997,Good Bye Lenin!,Comedy,GoodByeLenin!.jpg,7.7,2003
998,Gothika,Horror Thriller,Gothika.jpg,5.8,2003
999,Holes,Adventure Children Comedy Mystery,Holes.jpg,7,2003
1000,Hollywood Homicide,Action Crime,HollywoodHomicide.jpg,5.3,2003
1001,House of 1000 Corpses,Horror,Houseof1000Corpses.jpg,6.1,2003
1002,House of Sand and Fog,Drama,HouseofSandandFog.jpg,7.5,2003
1003,How to Lose a Guy in 10 Days,Comedy,HowtoLoseaGuyin10Days.jpg,6.4,2003
1004,Hulk,Sci-Fi,Hulk.jpg,5.6,2003
1005,Identity,Horror Mystery Thriller,Identity.jpg,7.3,2003
1006,Intolerable Cruelty,Comedy,IntolerableCruelty.jpg,6.2,2003
1007,Johnny English,Action Comedy Thriller,JohnnyEnglish.jpg,6.2,2003
1008,Just Married,Comedy,JustMarried.jpg,5.5,2003
1009,Kill Bill Vol. 1,Action,KillBillVol.1.jpg,8.1,2003
1010,Lara Croft Tomb Raider The Cradle of Life,Action Comedy Thriller,LaraCroftTombRaiderTheCradleofLife.jpg,5.5,2003
1011,Lost in Translation,Comedy,LostinTranslation.jpg,7.7,2003
1012,Love Actually,Comedy,LoveActually.jpg,7.6,2003
1013,Love Me If You Dare,Drama Romance,LoveMeIfYouDare.jpg,7.6,2003
1014,Master and Commander The Far Side of the World,Adventure Drama,MasterandCommanderTheFarSideoftheWorld.jpg,7.4,2003
1015,Matchstick Men,Comedy Crime,MatchstickMen.jpg,7.3,2003
1016,Memories of Murder,Crime Thriller,MemoriesofMurder.jpg,8.1,2003
1017,Mona Lisa Smile,Drama Romance,MonaLisaSmile.jpg,6.5,2003
1018,Monster,Crime Drama,Monster.jpg,7.3,2003
1019,Mystic River,Crime,MysticRiver.jpg,7.9,2003
1020,National Security,Action Comedy,NationalSecurity.jpg,5.6,2003
1021,Old Boy,Action Drama Mystery,Oldboy.jpg,8.4,2003
1022,Old School,Comedy,OldSchool.jpg,7.1,2003
1023,Once Upon a Time in Mexico,Action Adventure Crime Thriller,OnceUponaTimeinMexico.jpg,6.4,2003
1024,Open Range,Western,OpenRange.jpg,7.4,2003
1025,Open Water,Drama Thriller,OpenWater.jpg,5.7,2003
1026,Paycheck,Action Sci-Fi,Paycheck.jpg,6.3,2003
1027,Peter Pan,Animation Children Fantasy Musical,PeterPan.jpg,6.8,2003
1028,Pieces of April,Comedy,PiecesofApril.jpg,7,2003
1029,Pirates of the Caribbean The Curse of the Black Pearl,Action Comedy Fantasy,PiratesoftheCaribbeanTheCurseoftheBlackPearl.jpg,8,2003
1030,Radio,Drama,Radio.jpg,6.9,2003
1031,S.W.A.T.,Action Adventure Crime Thriller,S.W.A.T..jpg,5.5,2003
1032,Scary Movie 3,Comedy,ScaryMovie3.jpg,5.1,2003
1033,School of Rock,Comedy Music,SchoolofRock.jpg,6.9,2003
1034,Seabiscuit,War Sport,Seabiscuit.jpg,7.1,2003
1035,Secondhand Lions,Comedy,SecondhandLions.jpg,7.3,2003
1036,Shanghai Knights,Action,ShanghaiKnights.jpg,5.7,2003
1037,Shattered Glass,War,ShatteredGlass.jpg,6.9,2003
1038,Sinbad Legend of the Seven Seas,Animation Fantasy Romance,SinbadLegendoftheSevenSeas.jpg,6.4,2003
1039,Something's Gotta Give,Comedy,Something'sGottaGive.jpg,6.4,2003
1040,Stuck on You,Comedy,StuckonYou.jpg,5.3,2003
1041,Swimming Pool,Crime,SwimmingPool.jpg,6.4,2003
1042,Tears of the Sun,War,TearsoftheSun.jpg,6.2,2003
1043,Terminator 3 Rise of the Machines,Action Sci-Fi,Terminator3RiseoftheMachines.jpg,6,2003
1044,The Blind Swordsman Zatoichi,Comedy Crime,BlindSwordsmanZatoichiThe.jpg,7.5,2003
1045,The Cat in the Hat,Adventure Comedy Family Fantasy,TheCatintheHat.jpg,3,2003
1046,The Cooler,Comedy,CoolerThe.jpg,6.9,2003
1047,The Core,Action Thriller,CoreThe.jpg,5.5,2003
1048,The Haunted Mansion,Comedy Family Fantasy Horror Mystery,TheHauntedMansion.jpg,4.4,2003
1049,The Hunted,Action Thriller,TheHunted.jpg,5.5,2003
1050,The Italian Job,Action,TheItalianJob.jpg,6.6,2003
1051,The Last Samurai,War,TheLastSamurai.jpg,7.5,2003
1052,The League of Extraordinary Gentlemen,Action Sci-Fi,TheLeagueofExtraordinaryGentlemen.jpg,5.3,2003
1053,The Life of David Gale,Crime,TheLifeofDavidGale.jpg,7.3,2003
1054,The Lord of the Rings The Return of the King,Action Adventure Fantasy,TheLordoftheRingsTheReturnoftheKing.jpg,8.9,2003
1055,The Matrix Reloaded,Action Sci-Fi,TheMatrixReloaded.jpg,6.9,2003
1056,The Matrix Revolutions,Action Sci-Fi,TheMatrixRevolutions.jpg,6.4,2003
1057,The Medallion,Action Comedy Fantasy,TheMedallion.jpg,4.6,2003
1058,The Rundown,Action,TheRundown.jpg,6.4,2003
1059,The Station Agent,Comedy,TheStationAgent.jpg,7.5,2003
1060,The Triplets of Belleville,Animation,TheTripletsofBelleville.jpg,7.5,2003
1061,Thirteen,Drama,Thirteen.jpg,6.4,2003
1062,Touching the Void,Adventure Documentary Drama Sport,TouchingtheVoid.jpg,8,2003
1063,Under the Tuscan Sun,Comedy,UndertheTuscanSun.jpg,6.4,2003
1064,Underworld,Action Fantasy Thriller,Underworld.jpg,6.6,2003
1065,What a Girl Wants,Comedy,WhataGirlWants.jpg,5.3,2003
1066,Wonderland,Crime,Wonderland.jpg,6.2,2003
1067,24 Hour Party People,Comedy Musical,24HourPartyPeople.jpg,7.3,2002
1068,25th Hour,Crime Drama,25thHour.jpg,7.6,2002
1069,40 Days and 40 Nights,Comedy,40Daysand40Nights.jpg,5.6,2002
1070,8 Mile,Drama,8Mile.jpg,7.1,2002
1071,About a Boy,Comedy,AboutaBoy.jpg,7,2002
1072,About Schmidt,Comedy,AboutSchmidt.jpg,7.1,2002
1073,Adaptation,Comedy,Adaptation.jpg,7.7,2002
1074,Analyze That,Comedy Crime,AnalyzeThat.jpg,5.9,2002
1075,Antwone Fisher,Drama,AntwoneFisher.jpg,7.3,2002
1076,Austin Powers in Goldmember,Comedy,AustinPowersinGoldmember.jpg,6.2,2002
1077,Awakenings,Drama Mystery,Awakenings.jpg,7.6,2002
1078,Barbershop,Comedy,Barbershop.jpg,6.3,2002
1079,Bend It Like Beckham,Comedy,BendItLikeBeckham.jpg,6.6,2002
1080,Big Fat Liar,Children Comedy,BigFatLiar.jpg,5.4,2002
1081,Big Trouble,Comedy Crime,BigTrouble.jpg,6.5,2002
1082,Black Sheep,Comedy,BlackSheep.jpg,5.6,2002
1083,Blade II,Horror,BladeII.jpg,6.7,2002
